Date,Close,High,Low,Open,Volume,Intraday Range,Year,Month,MA_20,MA_50,Volatility_20,Volatility_50
2010-02-03,5.987694263458252,6.016847084857601,5.843133555010432,5.8656743052896685,615328000,0.17371352984716903,2010,2,6.173159861564637,,0.20001672126669248,
2010-02-04,5.771907329559326,5.961849330982893,5.757480989056238,5.9125601367974125,757652000,0.20436834192665465,2010,2,6.144728708267212,,0.2148379041572717,
2010-02-05,5.8743896484375,5.890619277087695,5.735839917686183,5.789336779962896,850306800,0.15477935940151166,2010,2,6.12200767993927,,0.21834587238640868,
2010-02-08,5.834119319915772,5.947123254067559,5.830512734540702,5.881304676039466,478270800,0.11661051952685764,2010,2,6.0951693773269655,,0.21913192279684846,
2010-02-09,5.896329879760742,5.935700554058665,5.853051671255216,5.903242098312823,632886800,0.08264888280344973,2010,2,6.074251627922058,,0.2170321638290196,
2010-02-10,5.864171028137207,5.908651828539395,5.838324645916877,5.88731247241822,370361600,0.0703271826225178,2010,2,6.055317401885986,,0.21806478039538862,
2010-02-11,5.9708638191223145,6.003322675434187,5.832314087184033,5.856958677782569,550345600,0.17100858825015397,2010,2,6.037314867973327,,0.20877960484465724,
2010-02-12,6.022256851196289,6.060125182568202,5.875592304617224,5.95403350423053,655468800,0.18453287795097761,2010,2,6.023715281486512,,0.19982918765584395,
2010-02-16,6.113022804260254,6.121738317984046,6.0565208350183815,6.069143483048277,543737600,0.06521748296566443,2010,2,6.019913458824158,,0.19722422540576645,
2010-02-17,6.087475299835205,6.140370267876735,6.036682968969654,6.136763683346639,436396800,0.10368729890708117,2010,2,6.001144623756408,,0.1686439995815912,
2010-02-18,6.0988969802856445,6.127749262980207,6.03848787704189,6.059826038688119,422825200,0.08926138593831734,2010,2,5.987920784950257,,0.14783051350007304,
2010-02-19,6.061027050018311,6.107010200522477,6.044196723375819,6.066737876825547,415469600,0.06281347714665753,2010,2,5.978303456306458,,0.13538498912497332,
2010-02-22,6.023459434509277,6.085972364718372,5.9864931456019566,6.081163986445865,390563600,0.09947921911641533,2010,2,5.982315611839295,,0.13547942512080943,
2010-02-23,5.9224772453308105,6.050808735508546,5.881904373320494,6.010836559651006,575094800,0.1689043621880515,2010,2,5.9732842445373535,,0.13300141641782526,
2010-02-24,6.030674934387207,6.054116939606744,5.945921371695585,5.957642775572132,460566400,0.10819556791115925,2010,2,5.965349936485291,,0.12385126468532372,
2010-02-25,6.070944786071777,6.096791171246051,5.917368014697658,5.932094499450434,665126000,0.1794231565483928,2010,2,5.956513929367065,,0.1079304348721086,
2010-02-26,6.149687767028809,6.16621754725171,6.070945999720931,6.082366451119776,507460800,0.09527154753077927,2010,2,5.964523434638977,,0.11613870068371401,
2010-03-01,6.281024932861328,6.296352116233436,6.174632684086188,6.183648745116841,550093600,0.12171943214724834,2010,3,5.989964318275452,,0.12701402208736118,
2010-03-02,6.27681827545166,6.3363253312647645,6.243457760770478,6.30927634122238,566546400,0.09286757049428651,2010,3,6.011182689666748,,0.13781939493350376,
2010-03-03,6.291242599487305,6.307472232172387,6.249467927827662,6.27952200063702,372052800,0.05800430434472492,2010,3,6.031424212455749,,0.147890607834985,
2010-03-04,6.332718372344971,6.339029897011529,6.270205427066917,6.289741499920631,366041200,0.06882446994461233,2010,3,6.0486754179000854,,0.1619738098369123,
2010-03-05,6.580363750457764,6.602904503194715,6.450529512263567,6.459846522585055,899620400,0.1523749909311478,2010,3,6.089098238945008,,0.18804907050221228,
2010-03-08,6.5842719078063965,6.614626129451996,6.559326761429584,6.612222140584392,429889600,0.05529936802241231,2010,3,6.124592351913452,,0.21098604940234553,
2010-03-09,6.7026848793029785,6.7621919262095584,6.548506983317725,6.56112962943932,920259200,0.2136849428918337,2010,3,6.168020629882813,,0.2359619984082828,
2010-03-10,6.757381439208984,6.776616554179589,6.708093062163147,6.727027227195752,596218000,0.0685234920164417,2010,3,6.211073207855224,,0.2610044403363037,
2010-03-11,6.777218341827393,6.777218341827393,6.71170072335993,6.729433098879419,405700400,0.06551761846746285,2010,3,6.256725573539734,,0.27652347955943485,
2010-03-12,6.810279846191406,6.844240655443198,6.78473360047212,6.833420899072645,416323600,0.059507054971077444,2010,3,6.298696374893188,,0.2940026751590413,
2010-03-15,6.727331161499023,6.777220259728557,6.619436140493898,6.773614476390071,493502800,0.15778411923465896,2010,3,6.333950090408325,,0.30129251112037475,
2010-03-16,6.745662689208984,6.761591372833132,6.6873578325998615,6.737548273644507,446908000,0.07423354023327011,2010,3,6.365582084655761,6.219936285018921,0.3099620609154616,0.28432194247026576
2010-03-17,6.735743999481201,6.8057698467089285,6.710198160157494,6.7591859977108,450956800,0.09557168655143489,2010,3,6.397995519638061,6.226013202667236,0.3132274227600551,0.2920858384867981
2010-03-18,6.751672744750977,6.762191549054514,6.6903620075132215,6.7351421633025685,342109600,0.07182954154129284,2010,3,6.430634307861328,6.232186326980591,0.3144283687479447,0.29992226382306725
2010-03-19,6.6795430183410645,6.769405087345478,6.648887447418922,6.755880794999445,559445600,0.12051763992655662,2010,3,6.4615601062774655,6.238966579437256,0.30647887394740486,0.3061880785697014
2010-03-22,6.754678249359131,6.792246439510847,6.616429043072803,6.626046602475909,456419600,0.17581739643804362,2010,3,6.498121047019959,6.2474839401245115,0.29486024368251235,0.31454746273834416
2010-03-23,6.863174915313721,6.875797964573612,6.735143537563871,6.781427248983313,602431200,0.14065442700974096,2010,3,6.545155930519104,6.257329730987549,0.2723737406969022,0.32598565428107623
2010-03-24,6.893529415130615,6.918474561685097,6.837628146643048,6.841535681905854,597780400,0.08084641504204892,2010,3,6.588298654556274,6.268906621932984,0.25433185267902847,0.33811678031009806
2010-03-25,6.81178092956543,6.941615574408979,6.799758980265102,6.940112429479772,542284400,0.14185659414387697,2010,3,6.625340461730957,6.280285129547119,0.22755641601102392,0.34668650877428225
2010-03-26,6.939511299133301,6.971067708447738,6.868883559296409,6.880905507149471,640875200,0.10218414915132978,2010,3,6.664831638336182,6.292457065582275,0.20839275866185142,0.358966579121326
2010-03-29,6.9842915534973145,7.028771961236219,6.961150506006988,7.00262542656534,540744400,0.06762145522923113,2010,3,6.699994969367981,6.306257925033569,0.19935965233895842,0.372062695079987
2010-03-30,7.088279247283936,7.137268288753161,7.040192253266694,7.110820000650351,527310000,0.0970760354864666,2010,3,6.740568017959594,6.324242324829101,0.19110535388626781,0.38768680009489126
2010-03-31,7.062734127044678,7.111122078733144,7.046505295667688,7.077461418341242,430659600,0.06461678306545604,2010,3,6.779142594337463,6.3362399673461915,0.1726026133697075,0.40111355259473475
2010-04-01,7.091885089874268,7.174834122643583,6.995110817043448,7.135163299707479,603145200,0.1797233056001346,2010,4,6.817100930213928,6.350810194015503,0.15143839428031086,0.41510659450106
2010-04-05,7.167623519897461,7.168224617439328,7.055821784710631,7.062133710166944,684507600,0.112402832728697,2010,4,6.846463918685913,6.369095191955567,0.15982161927092164,0.4305746947828099
2010-04-06,7.1991801261901855,7.220217735829615,7.122842349944207,7.1589073968499175,447017200,0.09737538588540762,2010,4,6.877209329605103,6.394214468002319,0.16576370568984575,0.44171403409411397
2010-04-07,7.231037139892578,7.270708769817774,7.172731488661108,7.1994799244308725,628502000,0.09797728115666615,2010,4,6.903626942634583,6.416773118972778,0.1781265142314409,0.4551415051344193
2010-04-08,7.21150016784668,7.259286200932017,7.154096577652403,7.226226650903175,572989200,0.1051896232796139,2010,4,6.926332879066467,6.437215900421142,0.18721491041018065,0.4675056516780988
2010-04-09,7.266797542572021,7.269803830885226,7.226825785493601,7.255978596295912,334182800,0.04297804539162531,2010,4,6.950811839103698,6.457598552703858,0.19836644494308303,0.4810918425514236
2010-04-12,7.2818284034729,7.30527040107466,7.267402064928249,7.27912306372913,333026400,0.03786833614641072,2010,4,6.974389266967774,6.483445167541504,0.2085464110744913,0.4900614854221927
2010-04-13,7.286037445068359,7.297158152263126,7.2463658048317345,7.268907366763366,306210800,0.050792347431391605,2010,4,7.00232458114624,6.513721771240235,0.2111148041057504,0.49198295311534834
2010-04-14,7.38401460647583,7.387621192111281,7.335327305464289,7.371692506821468,404076400,0.05229388664699197,2010,4,7.034242177009583,6.544353046417236,0.21839812027928282,0.4976173990360101
2010-04-15,7.481089115142822,7.484394750377887,7.378603989921102,7.386718405522398,376784800,0.10579076045678537,2010,4,7.071509432792664,6.576246585845947,0.2281563518555013,0.5056266884076236
2010-04-16,7.435407638549805,7.547810489158443,7.34975323154238,7.470570646542218,750545600,0.19805725761606308,2010,4,7.105696177482605,6.605200853347778,0.2289337785007643,0.5126383427305717
2010-04-19,7.425487995147705,7.450132189333422,7.266200372828594,7.4242858001858,566924400,0.1839318165048276,2010,4,7.142993426322937,6.638272466659546,0.21626511751383512,0.5111194550520429
2010-04-20,7.350953102111816,7.491005597220147,7.301964863949601,7.469667039104502,738326400,0.18904073327054594,2010,4,7.1728071689605715,6.667803735733032,0.20043673172989934,0.5087339969868667
2010-04-21,7.790647506713867,7.821603630557924,7.6857579862158385,7.778024457639563,982391200,0.13584564434208524,2010,4,7.219180798530578,6.706934299468994,0.23012205744955005,0.5184531955487462
2010-04-22,8.008539199829102,8.01695456486846,7.699882453669225,7.7611935964226,793424800,0.3170721111992343,2010,4,7.274931287765503,6.749178485870361,0.2773030440323985,0.5367848219727558
2010-04-23,8.139575958251953,8.180148839445415,8.024468585248192,8.054221710443349,796955600,0.15568025419722353,2010,4,7.341321039199829,6.7946865844726565,0.31672607759558385,0.5563213153359295
2010-04-26,8.099601745605469,8.188561749534966,8.060230268796682,8.17113072818747,479068800,0.12833148073828404,2010,4,7.399325561523438,6.83726134300232,0.3442949184582664,0.5731877566590817
2010-04-27,7.875395774841309,8.049709968555657,7.8297139878906945,8.03257909781591,709343600,0.2199959806649625,2010,4,7.443880772590637,6.87432412147522,0.3454156238026837,0.5792936288750987
2010-04-28,7.862176895141602,7.934306200042421,7.706195678258213,7.911766243686018,758402400,0.22811052178420788,2010,4,7.4825756549835205,6.909307203292847,0.34682776197428117,0.5851662404731219
2010-04-29,8.073758125305176,8.11463115574628,7.87449869113748,7.904852915177807,558840800,0.24013246460879945,2010,4,7.533126854896546,6.949032859802246,0.3559732220433342,0.5955650515963012
2010-04-30,7.846846103668213,8.13175902891825,7.844141566820421,8.093890697850025,542463600,0.28761746209782846,2010,4,7.570874905586242,6.983991842269898,0.3466265187609821,0.5959458249573945
2010-05-03,8.00493335723877,8.050916919201944,7.900644937162111,7.92949761997303,454342000,0.1502719820398326,2010,5,7.612740397453308,7.022869968414307,0.3459228388151288,0.5979096584299851
2010-05-04,7.774417877197266,7.912968059449203,7.716413967509294,7.9009469104756,723819600,0.19655409193990891,2010,5,7.6415022850036625,7.0578891372680665,0.3334155131556751,0.5893958815999911
2010-05-05,7.693571090698242,7.758187866430827,7.475377519197532,7.604611070662703,883103200,0.282810347233295,2010,5,7.664628982543945,7.093311014175415,0.3191835659136228,0.5727517478836816
2010-05-06,7.400845050811768,7.76149477242292,5.988297432089755,7.628655416831916,1285860800,1.773197340333165,2010,5,7.6740962266922,7.1207144165039065,0.30763516429738214,0.5533205531643339
2010-05-07,7.088578701019287,7.4104595361454,6.768501960620582,7.324505015823203,1676018400,0.6419575755248186,2010,5,7.665185284614563,7.141067094802857,0.32228615504524843,0.5322329347478513
2010-05-10,7.633462429046631,7.653298646757999,7.469366822464971,7.521060405482423,984306400,0.1839318242930279,2010,5,7.68276698589325,7.170742588043213,0.3096144007422621,0.5169753357985983
2010-05-11,7.709501266479492,7.810783392751203,7.52857492023416,7.568846850207621,848906800,0.28220847251704306,2010,5,7.7039401769638065,7.1993121147155765,0.2951997342198509,0.5061613017951586
2010-05-12,7.876904010772705,7.90816028613887,7.775020767640109,7.791248799174738,654379600,0.13313951849876027,2010,5,7.72858464717865,7.231313829421997,0.2875606935932099,0.497148898059118
2010-05-13,7.764801502227783,7.964361091905828,7.705894739465647,7.910864207589212,599712400,0.25846635244018135,2010,5,7.742770266532898,7.260785007476807,0.28164599689560205,0.48378064640817064
2010-05-14,7.628355979919434,7.708300369178028,7.498522086487165,7.66862872339958,759362800,0.20977828269086274,2010,5,7.752417683601379,7.286697759628296,0.27375769871969496,0.46748063765317927
2010-05-17,7.640375137329102,7.699281888000123,7.444722320976584,7.654801476889356,762834800,0.25455956702353966,2010,5,7.76316204071045,7.307897987365723,0.2643048440668442,0.4587488898864618
2010-05-18,7.584475517272949,7.770510794539022,7.5213610772345,7.723325840797343,782678400,0.24914971730452162,2010,5,7.774838161468506,7.327902059555054,0.24990208503850084,0.4482375676697542
2010-05-19,7.463657855987549,7.601305994343335,7.358769135110398,7.498520713770239,1025726800,0.24253685923293666,2010,5,7.75848867893219,7.343121519088745,0.2593318464990207,0.4394077752094675
2010-05-20,7.145685195922852,7.328714997126811,7.099100534223396,7.269507286107482,1282915200,0.22961446290341492,2010,5,7.715345978736877,7.350887594223022,0.28595031954850486,0.43221674733558557
2010-05-21,7.282732486724853,7.34825052086356,6.953037270605169,6.997216740948213,1223891200,0.39521325025839094,2010,5,7.672503805160522,7.360997877120972,0.2832200595932888,0.4243648876036103
2010-05-24,7.416170597076416,7.540595368271015,7.401143962557275,7.431799131611012,754238800,0.13945140571374015,2010,5,7.63833224773407,7.373115692138672,0.2698926294366045,0.41690315865444466
2010-05-25,7.36988639831543,7.416169291220812,7.127649773416248,7.1934679297833855,1048006400,0.28851951780456364,2010,5,7.613056778907776,7.385966796875,0.2701934656537476,0.40636063114753485
2010-05-26,7.33652925491333,7.577564597973702,7.325709497185866,7.515953292492676,850654000,0.2518551007878367,2010,5,7.586774396896362,7.397784128189087,0.2702510563675679,0.3958146190253874
2010-05-27,7.614227294921875,7.630456925854554,7.486797847361458,7.5315784029868595,666282400,0.143659078493096,2010,5,7.563797855377198,7.4153537940979,0.2450262194949061,0.38518236532934685
2010-05-28,7.720320224761963,7.79605690952278,7.614228515582958,7.795756762020336,815614800,0.18182839393982153,2010,5,7.557471561431885,7.43472674369812,0.23889015510490993,0.375354898817104
2010-06-01,7.83903169631958,7.992608457305731,7.782830298091794,7.804769950023127,876472800,0.20977815921393717,2010,6,7.549176478385926,7.45791651725769,0.22501222197347626,0.3633726781766079
2010-06-02,7.932806015014648,7.958351463755939,7.824008935139354,7.950537193566691,688548000,0.13434252861658535,2010,6,7.557095885276794,7.481479072570801,0.23588167129848842,0.354940688693354
2010-06-03,7.907857894897461,7.980889232550517,7.826410389971874,7.9697685278784975,650106800,0.15447884257864253,2010,6,7.567810225486755,7.502372732162476,0.24701115020777598,0.3484904282556981
2010-06-04,7.692669868469238,7.871191006551834,7.652698089463543,7.760291329288398,758304400,0.218492917088291,2010,6,7.582401466369629,7.518355541229248,0.24524210732445212,0.3381698539773818
2010-06-07,7.541795253753662,7.788539675596322,7.530073455175539,7.762693294314176,886942000,0.25846622042078327,2010,6,7.6050622940063475,7.532955827713013,0.2164604998164496,0.32243420391371397
2010-06-08,7.493409633636475,7.627752097925962,7.38281011613252,7.610921370192781,1000770400,0.24494198179344195,2010,6,7.59805965423584,7.544033794403076,0.21775491066518005,0.3109392749457448
2010-06-09,7.309180736541748,7.570653436368072,7.28784297072502,7.557729433783727,854630000,0.28281046564305257,2010,6,7.5780436277389525,7.550531578063965,0.22524206757121662,0.3022774750900143
2010-06-10,7.528873443603516,7.542998028897417,7.279122686943412,7.35846593976539,776356000,0.2638753419540052,2010,6,7.560642099380493,7.559343461990356,0.21410643021735953,0.2948580190308495
2010-06-11,7.619039058685303,7.629557865664832,7.434506103832246,7.460352498703896,545759200,0.19505176183258666,2010,6,7.553353977203369,7.570469560623169,0.20921614538881372,0.2861023987916781
2010-06-14,7.642180919647217,7.788544592721801,7.634066502267519,7.69267232202519,602960400,0.1544780904542824,2010,6,7.554045224189759,7.581475477218628,0.20949963989170028,0.2777797343693501
2010-06-15,7.804769992828369,7.809578771637849,7.678842906621253,7.683050588079547,585074000,0.13073586501659573,2010,6,7.5622649669647215,7.594218406677246,0.21618348145922586,0.27297997781299915
2010-06-16,8.031981468200684,8.047008102238106,7.833022220670587,7.8471476097804285,783678000,0.21398588156751863,2010,6,7.584640264511108,7.610874433517456,0.24040512513620924,0.2737903055606832
2010-06-17,8.170832633972168,8.201788755307,8.099603780912435,8.132663342322413,872855200,0.10218497439456442,2010,6,7.6199990034103395,7.629670343399048,0.2716497166103036,0.27938372210722845
2010-06-18,8.236949920654297,8.26490135338387,8.157306514754533,8.182251657696716,784621600,0.10759483862933727,2010,6,7.674562239646912,7.6501793384552,0.2808061434229594,0.2856285296326408
2010-06-21,8.119739532470703,8.385418198702922,8.076461316388826,8.34574656750565,776490400,0.3089568823140958,2010,6,7.716412591934204,7.667238178253174,0.28170654202154477,0.28772698807581154
2010-06-22,8.230340957641602,8.294055700216386,8.159713993712064,8.1795494126142,717262000,0.13434170650432264,2010,6,7.757121109962464,7.686208429336548,0.29456894299247227,0.29301754102408306
2010-06-23,8.14378547668457,8.254685994329648,8.051518987458754,8.252281603565873,768457200,0.20316700687089373,2010,6,7.79581606388092,7.703363389968872,0.29184161194149244,0.2942173981709243
2010-06-24,8.084573745727539,8.21080096302649,8.057524368420843,8.144681065476528,714277200,0.15327659460564647,2010,6,7.833218288421631,7.717374572753906,0.2774619083077222,0.2953777249558406
2010-06-25,8.015453338623047,8.122747262225959,7.98870489461146,8.116436138202342,549942400,0.13404236761449884,2010,6,7.8532795906066895,7.728061857223511,0.27529128516366586,0.29631964436940084
2010-06-28,8.06353759765625,8.107116760912362,7.949932588776122,8.022362824166912,584948000,0.15718417213624036,2010,6,7.8704404592514035,7.74062445640564,0.27725732588337426,0.2969734333655782
2010-06-29,7.698981285095215,7.9460267434689635,7.6427798718246205,7.937911525833775,1133344800,0.30324687164434305,2010,6,7.863437938690185,7.7460943222045895,0.2798488222042677,0.29354952921557936
2010-06-30,7.559530735015869,7.7530793397073134,7.513848924207623,7.715210994870556,739452000,0.2392304154996907,2010,6,7.844774174690246,7.750265874862671,0.28732640884655336,0.2892705207544889
2010-07-01,7.467864513397217,7.657807313604618,7.309779881171907,7.642779875877216,1022896000,0.34802743243271106,2010,7,7.822774505615234,7.743810214996338,0.29885522524117547,0.2919403891575692
2010-07-02,7.421581268310547,7.541497406983147,7.309177644355419,7.52827245985899,693842800,0.23231976262772847,2010,7,7.8092200756073,7.7320710563659665,0.31096867442679854,0.29287770020727333
2010-07-06,7.472373962402344,7.597699195341459,7.398139615718335,7.54360201867902,615235600,0.19955957962312443,2010,7,7.805749011039734,7.718727016448975,0.3144784417239737,0.289107323555687
2010-07-07,7.774116516113281,7.777122806364583,7.5060342344806,7.528273238525933,654556000,0.2710885718839835,2010,7,7.819784355163574,7.712217311859131,0.3059533870791397,0.2839751644362721
2010-07-08,7.756683349609375,7.901244460083455,7.660510176774704,7.888621415151451,738144400,0.24073428330875135,2010,7,7.842159485816955,7.7098430633544925,0.282078262596141,0.28307787101091975
2010-07-09,7.802665710449219,7.811080269923609,7.668623423215013,7.720617134675895,433322400,0.1424568467085967,2010,7,7.855849099159241,7.708652839660645,0.27255692617696775,0.2825489153111669
2010-07-12,7.732641696929932,7.869688714435511,7.659610358271487,7.769908938754551,562878400,0.21007835616402382,2010,7,7.861529231071472,7.7018305110931395,0.2685158108505387,0.2776286969429468
2010-07-13,7.567643642425537,7.705892847511734,7.406252586493175,7.703489260215151,1190924000,0.2996402610185589,2010,7,7.857802367210388,7.696246461868286,0.27221231458879935,0.27746021918544517
2010-07-14,7.595590114593506,7.687856527218583,7.483488297168515,7.494909946347686,812047600,0.20436823005006755,2010,7,7.847343373298645,7.688059597015381,0.2783075127755498,0.2741858952057287
2010-07-15,7.557125568389893,7.723024470016564,7.432400642778761,7.460351275985452,824866000,0.2906238272378028,2010,7,7.823600578308105,7.6837137508392335,0.2819581065930004,0.2745110309558362
2010-07-16,7.510539531707764,7.662914096211649,7.465758983614876,7.60911708800615,1039858400,0.1971551125967732,2010,7,7.790585923194885,7.680053119659424,0.2777868240755466,0.275595130866037
2010-07-19,7.380704402923584,7.509937914661586,7.200981125648465,7.509937914661586,1024478000,0.30895678901312174,2010,7,7.74777364730835,7.67965030670166,0.2712785610546609,0.27602593516434265
2010-07-20,7.570346355438232,7.600701368459251,7.21330337960316,7.300159934944708,1074950800,0.38739798885609034,2010,7,7.720303988456726,7.689285659790039,0.2591767611716512,0.26307697471152763
2010-07-21,7.640974998474121,7.968865997608312,7.633762632394332,7.967062705455059,1185671200,0.3351033652139792,2010,7,7.690835690498352,7.689435911178589,0.229996229273691,0.26304658525406105
2010-07-22,7.784633636474609,7.81408660416328,7.673132084110553,7.744360916459544,645318800,0.1409545200527269,2010,7,7.672878098487854,7.690938558578491,0.20548429159697731,0.2633779346139905
2010-07-23,7.812286853790283,7.825511001517677,7.702288396203947,7.726632448708061,533388800,0.12322260531372997,2010,7,7.659263753890992,7.6896462154388425,0.18474542588055226,0.26260421206176815
2010-07-26,7.792449951171875,7.817094146529333,7.745265000473628,7.814088658981669,420551600,0.07182914605570456,2010,7,7.648113584518432,7.690199184417724,0.16809577355057503,0.26279473792025815
2010-07-27,7.936708450317383,7.958347153511345,7.823103452849341,7.840234326950083,584771600,0.13524370066200397,2010,7,7.641772127151489,7.6963662338256835,0.15334398841356411,0.26492329467309933
2010-07-28,7.842942237854004,7.994115485420554,7.821604475438018,7.924389764259663,519985200,0.17251100998253666,2010,7,7.6489701747894285,7.700417575836181,0.1594288299822176,0.26559759743610606
2010-07-29,7.75728702545166,7.893732965413604,7.696878725245122,7.835428105461627,643806800,0.19685424016848252,2010,7,7.658857989311218,7.703873805999756,0.15972200092175107,0.2651821246105873
2010-07-30,7.731439590454102,7.805072027445076,7.660811838412381,7.690566565757094,448210000,0.14426018903269533,2010,7,7.672036743164062,7.709229440689087,0.15390140793292337,0.26292617222960585
2010-08-02,7.869689464569092,7.891929271272472,7.802669094418759,7.827313291309904,428055600,0.08926017685371335,2010,8,7.69444215297699,7.723709526062012,0.14802663869936197,0.25091913039684643
2010-08-03,7.872093200683594,7.912064980433858,7.796657471143859,7.844443518355089,417653600,0.11540750928999888,2010,8,7.714428114891052,7.735496740341187,0.14337706444006298,0.2435146617806406
2010-08-04,7.903652667999268,7.942722411359615,7.823408135639761,7.899444984322454,420375200,0.11931427571985331,2010,8,7.720904922485351,7.745246381759643,0.1490296535430055,0.24020503951660951
2010-08-05,7.8651838302612305,7.909664258620753,7.830621112928626,7.866085075566557,289097200,0.07904314569212634,2010,8,7.726329946517945,7.75515233039856,0.152338716220461,0.2345559448913405
2010-08-06,7.816793918609619,7.858869941310586,7.742859728231215,7.807476506041036,444897600,0.1160102130793712,2010,8,7.727036356925964,7.764757623672486,0.15274354251362257,0.22676740740662416
2010-08-09,7.866683006286621,7.878704955742242,7.80116498682017,7.858567789137406,303128000,0.07753996892207216,2010,8,7.733738422393799,7.76980673789978,0.1559103350652483,0.2261570757220105
2010-08-10,7.796354293823242,7.827611354737415,7.740453045106038,7.8095784349792385,451920000,0.08715830963137705,2010,8,7.745173954963684,7.771327419281006,0.1514092506285406,0.22607314854715777
2010-08-11,7.519258975982666,7.684557621065967,7.507838923064851,7.675842106330375,620054400,0.17671869800111661,2010,8,7.741357398033142,7.764931964874267,0.15626249720701066,0.22862739918877442
2010-08-12,7.567346096038818,7.606716789236151,7.396938519671212,7.414069401830906,534920400,0.2097782695649384,2010,8,7.741868424415588,7.757622766494751,0.15564377949982938,0.22899252082683103
2010-08-13,7.48649787902832,7.570048017858625,7.486196929033494,7.563135798377457,354869200,0.08385108882513048,2010,8,7.740666341781616,7.749195566177368,0.15760491821066586,0.23109448463798715
2010-08-16,7.442619800567627,7.513848657146438,7.411963825214643,7.440816507899804,318430000,0.10188483193179465,2010,8,7.743762111663818,7.7441945648193355,0.15061529280701957,0.2350150418765419
2010-08-17,7.572754859924316,7.652699232408911,7.489504049507316,7.515952342832642,422640400,0.16319518290159518,2010,8,7.743882536888123,7.744813756942749,0.15047023271189297,0.23451114358683062
2010-08-18,7.605812072753906,7.653899066474591,7.56103151629234,7.584474316966166,339696000,0.0928675501822509,2010,8,7.742124390602112,7.747061805725098,0.15193423053406702,0.23258279612791563
2010-08-19,7.509939193725586,7.618134318417447,7.473874152161632,7.598899201565607,426706000,0.1442601662558145,2010,8,7.7283896684646605,7.7510769748687744,0.16008653508118373,0.22652315820201763
2010-08-20,7.50272798538208,7.631359652807455,7.483492863504069,7.49521466716521,384230000,0.14786678930338581,2010,8,7.7129117250442505,7.750554065704346,0.16638879618583774,0.22707606648126533
2010-08-23,7.3873186111450195,7.573654815171626,7.370789634431916,7.567343692969652,414041600,0.2028651807397095,2010,8,7.692655158042908,7.74591965675354,0.18027718054746758,0.23212344400248366
2010-08-24,7.21090030670166,7.303165952166792,7.172430874204173,7.293249048497835,602565600,0.13073507796261907,2010,8,7.656364750862122,7.737294044494629,0.20048404962813138,0.24377755373452206
2010-08-25,7.299858570098877,7.332918920414127,7.128850808309216,7.154096091471415,596867600,0.2040681121049115,2010,8,7.629210567474365,7.727195816040039,0.21041584562500992,0.2512680237943688
